bin,A,A_err,B,B_err,C,C_err,chi2,ndf,redchi2,nanA,empty
(Q2_y_Bin_12)-(z_pT_Bin_6),6403.998318729211,78.53410838458785,-0.014052142572175436,0.009484416059984836,0.0023999996388072366,0.0015921185953117127,25.038043735749053,21.0,1.192287796940431,False,False
(Q2_y_Bin_12)-(z_pT_Bin_7),5163.396458261401,60.82792049807904,-0.08008405917980863,0.01641735341451615,-0.007550024164117368,0.01507770664709098,22.078319418372867,21.0,1.0513485437320413,False,False
(Q2_y_Bin_12)-(z_pT_Bin_8),4726.209539134186,56.9771331002421,-0.15763904320079505,0.0167893211459664,-0.040079630461878436,0.015037974300556117,26.103927375955468,21.0,1.2430441607597842,False,False
(Q2_y_Bin_12)-(z_pT_Bin_9),3592.9961474252254,52.79522031921283,-0.1793202731414891,0.02276196697263036,-0.01815000386049824,0.0237162595525455,20.41654613793646,21.0,0.9722164827588791,False,False
(Q2_y_Bin_12)-(z_pT_Bin_10),1464.5872174339818,38.88163139109929,-0.2602666543748167,0.042326437449820994,-0.018150000052564355,0.026644245959836905,23.25773244794979,19.0,1.2240911814710416,False,False
(Q2_y_Bin_12)-(z_pT_Bin_11),10346.399480433989,96.08438715779539,-0.008408290695484537,0.007053522641197282,-0.016049993057542213,0.008849384551490544,25.176825586304727,21.0,1.1988964564907012,False,False
(Q2_y_Bin_12)-(z_pT_Bin_12),8676.802531342257,75.01826240238734,-0.03603387463358776,0.01184563642099326,-0.01415001310555326,0.003635900204464613,27.96591942317137,21.0,1.3317104487224463,False,False
(Q2_y_Bin_12)-(z_pT_Bin_13),8593.023354550562,74.93113976111363,-0.0797789565757215,0.012621714853950201,-0.03679549782460182,0.011859594058278838,27.265429659890106,21.0,1.2983537933281002,False,False
(Q2_y_Bin_12)-(z_pT_Bin_14),7444.774104484746,85.72357915469729,-0.10226758690262136,0.01772821990703729,-0.09053614804280398,0.015406592619232592,16.613338488884082,21.0,0.7911113566135277,False,False
(Q2_y_Bin_12)-(z_pT_Bin_15),4456.468023794096,52.31598318545639,-0.32834999985072144,0.0007243287136684262,-0.09839999964107111,0.000495131737108058,246.65413254014595,20.0,12.332706627007298,False,False
