bin,A,A_err,B,B_err,C,C_err,chi2,ndf,redchi2,nanA,empty
(Q2_y_Bin_2)-(z_pT_Bin_9),23697.29735946047,165.45539877255578,-0.057763520149675916,0.011206435755616327,0.003920768146382219,0.0025683013748192644,58.79645518256696,17.0,3.458615010739233,False,False
(Q2_y_Bin_2)-(z_pT_Bin_10),17875.3512967479,123.9862781872489,-0.12670740297962763,0.011199249402514225,0.0017999993225473329,0.0006656489549231807,27.101888113554125,19.0,1.4264151638712697,False,False
(Q2_y_Bin_2)-(z_pT_Bin_11),18489.229721592397,113.88772988263372,-0.14937860871338043,0.00969223898735204,0.009650306533140035,0.006785604889123547,27.680318751409153,21.0,1.3181104167337692,False,False
(Q2_y_Bin_2)-(z_pT_Bin_12),15116.980339751985,87.05705935058813,-0.3078293260931927,0.008508973064406344,0.08552085370229276,0.00828649848907656,33.883739461999525,21.0,1.6135114029523583,False,False
(Q2_y_Bin_2)-(z_pT_Bin_13),29920.241062156263,200.68113127242214,0.009222434015060694,0.005584132322803325,0.0024339500582755344,0.0014596868200048413,33.550786054103895,21.0,1.5976564787668521,False,False
(Q2_y_Bin_2)-(z_pT_Bin_14),24001.444132075434,172.38382257354897,-0.017233708655639227,0.018771181958138178,-0.005500001523183229,0.002038921000333565,50.04110359682137,17.0,2.9435943292247866,False,False
(Q2_y_Bin_2)-(z_pT_Bin_15),23696.648480029282,148.41752161449767,-0.07157315541850938,0.009878044529775473,-0.014599426746700117,0.010952768227642752,33.18111652490683,19.0,1.7463745539424647,False,False
(Q2_y_Bin_2)-(z_pT_Bin_16),16925.400506240832,105.14498399917102,-0.10094073504764885,0.009463052973608756,-0.01173209272058321,0.007704915581463205,36.39204707069094,21.0,1.7329546224138543,False,False
(Q2_y_Bin_2)-(z_pT_Bin_17),16263.833145359818,90.04521750614458,-0.17844818201310939,0.008011491120129263,0.01135136930946503,0.008950524321731825,36.76004721953972,21.0,1.750478439025701,False,False
(Q2_y_Bin_2)-(z_pT_Bin_18),11093.215175643465,75.47485615094683,-0.30506278379789914,0.009904902968265739,0.08379855449431454,0.009605078760312795,41.72592570901572,21.0,1.9869488432864628,False,False
(Q2_y_Bin_2)-(z_pT_Bin_19),31459.45673327858,180.80868307348646,-0.0029999905743574333,0.0011946815219127402,-0.00660123134435976,0.003245404796130907,36.07389368282664,20.0,1.8036946841413322,False,False
(Q2_y_Bin_2)-(z_pT_Bin_20),25594.401140761584,153.8431056438567,-0.018785777964590133,0.008278053012160719,-0.010750010889938884,0.014355633650302789,34.284985424272854,19.0,1.8044729170669924,False,False
(Q2_y_Bin_2)-(z_pT_Bin_21),24386.822018563977,124.2419857553923,-0.08108020528726258,0.0076997220924141865,-0.010600047444415566,0.015519536536912435,31.031316407723473,21.0,1.4776817337011177,False,False
(Q2_y_Bin_2)-(z_pT_Bin_22),17283.52865209152,96.1659566871549,-0.1055107694261771,0.007983656486602535,-0.016799992392308845,0.008350079219495005,31.712956254457985,21.0,1.510140774021809,False,False
(Q2_y_Bin_2)-(z_pT_Bin_23),15190.938968149896,88.61276110069412,-0.1688114976807458,0.008444270686936678,0.011813003317665294,0.015083666081252653,54.41027182007707,21.0,2.5909653247655746,False,False
(Q2_y_Bin_2)-(z_pT_Bin_25),25001.8798436558,162.37272087783276,-0.0006500002429118778,0.0007975069583330859,-0.002736209662672476,0.0015964443494384543,44.284605148583644,19.0,2.330768692030718,False,False
(Q2_y_Bin_2)-(z_pT_Bin_26),20056.094198919192,116.51918962251875,-0.05714999350230973,0.028065953051845702,-0.0395976690043401,0.014798223023662054,59.83326750292325,21.0,2.8492032144249166,False,False
(Q2_y_Bin_2)-(z_pT_Bin_27),18820.975372512617,104.27987371490781,-0.07973272722464148,0.007992047135381986,-0.038249998986763595,0.00427039159684919,22.258751207718525,21.0,1.0599405337008823,False,False
(Q2_y_Bin_2)-(z_pT_Bin_28),13027.6527669712,85.1087838427693,-0.06842964176836047,0.009340992342544,-0.01124999974334474,0.001620862174833003,33.933184840231505,21.0,1.6158659447729289,False,False
(Q2_y_Bin_2)-(z_pT_Bin_29),10706.365492960065,82.46684190166798,-0.18910299169398162,0.011169402876033754,0.06084668147263673,0.010539987714359347,25.099667089822454,21.0,1.1952222423724979,False,False
(Q2_y_Bin_2)-(z_pT_Bin_31),44352.82986683699,245.31409833504586,-0.0057000047553598335,0.009576053942040235,-0.00937284289586269,0.00974894711243774,47.21844616042622,19.0,2.4851813768645377,False,False
(Q2_y_Bin_2)-(z_pT_Bin_32),36045.91977014026,179.99773408825786,-0.05841028127171453,0.007427999886956901,-0.04108458460307159,0.00693375098658554,47.290094874818514,21.0,2.2519092797532627,False,False
(Q2_y_Bin_2)-(z_pT_Bin_33),31903.742039372068,151.9946312227312,-0.05796277989467599,0.006806919846399324,-0.0222321607734915,0.0066423669567694105,39.39546882548712,21.0,1.8759747059755771,False,False
(Q2_y_Bin_2)-(z_pT_Bin_34),20405.206450565325,121.23011979980583,-0.10711188990873194,0.008606846235813294,-0.0013497481947040554,0.0007699569761581723,36.392419248317644,21.0,1.732972345157983,False,False
(Q2_y_Bin_3)-(z_pT_Bin_1),11015.275728179797,126.82623168008377,-0.07047781467010586,0.014923053985308177,-0.003753501198060954,0.002284682029846167,32.093426033338424,21.0,1.528258382539925,False,False
(Q2_y_Bin_3)-(z_pT_Bin_2),11785.110725501694,120.90607622255993,-0.12894311218816487,0.014794998219318949,0.01938931062166428,0.014942648284226225,37.03247789712788,21.0,1.7634513284346611,False,False
(Q2_y_Bin_3)-(z_pT_Bin_3),11816.920044708233,131.2338238489283,-0.139390440313182,0.01800139261563645,0.043007772176948705,0.026153288502996398,16.30042905210116,20.0,0.8150214526050579,False,False
(Q2_y_Bin_3)-(z_pT_Bin_4),11143.437975168732,138.49533794777471,-0.2187978455594424,0.021094283134618044,0.030998241390042657,0.022089610972040284,32.379278453961504,18.0,1.7988488029978613,False,False
(Q2_y_Bin_3)-(z_pT_Bin_5),7911.275882375772,111.2274939928202,-0.2080507527502168,0.02389017631794277,0.02554283353662426,0.01750856483836265,39.84633305046788,17.0,2.3439019441451694,False,False
