q2y,zpt,bin,A,A_err,B,B_err,C,C_err,chi2,ndf,redchi2,nanA,empty
1,1,(Q2_y_Bin_1)-(z_pT_Bin_1),26572.71997619758,513.999630348706,-0.0617583204700287,0.044355424442382156,0.01694837757429955,0.011660274262869266,27.117658543332066,18.0,1.5065365857406703,False,False
1,2,(Q2_y_Bin_1)-(z_pT_Bin_2),27174.75840860842,528.6649927489052,-0.10388042386179067,0.03118156762445333,0.042320426221510075,0.016270818348284026,56.18413053415856,15.0,3.7456087022772375,False,False
1,3,(Q2_y_Bin_1)-(z_pT_Bin_3),30468.93164984019,440.4370995209647,-0.14154470260071506,0.02475276115538244,0.029135396378784584,0.020808068412599703,47.74783705687209,15.0,3.1831891371248062,False,False
1,4,(Q2_y_Bin_1)-(z_pT_Bin_4),28085.26583645701,263.57079142264774,-0.23224544895030294,0.01688986246146451,0.015157096730029573,0.011364155688181115,57.17569942283959,17.0,3.363276436637623,False,False
1,5,(Q2_y_Bin_1)-(z_pT_Bin_5),25014.649045514765,180.1546477509728,-0.2689080049569268,0.01804773836831336,-0.0030342055545199745,0.01513518128026295,56.90878075422562,21.0,2.7099419406774103,False,False
1,6,(Q2_y_Bin_1)-(z_pT_Bin_6),18664.681942069652,119.78526178462926,-0.3144095668861524,0.010323961673209009,0.011792354600463453,0.008837326552590539,31.86762226610941,21.0,1.5175058221956863,False,False
1,7,(Q2_y_Bin_1)-(z_pT_Bin_7),17223.361996045187,96.22171784477723,-0.44776540353089683,0.008144682107620427,0.08616768565229788,0.007911316602477618,129.7458343042286,21.0,6.1783730621061235,False,False
1,8,(Q2_y_Bin_1)-(z_pT_Bin_8),29397.302478285343,475.08467616811686,-0.013304285503280491,0.008946836145224714,0.020443624232550573,0.0153302121980771,23.533812080582745,16.0,1.4708632550364216,False,False
1,9,(Q2_y_Bin_1)-(z_pT_Bin_9),29481.940078992204,396.2927790454851,-0.03803191115593262,0.027664685946502465,0.03177976340007307,0.011858083290278064,20.084390654371482,17.0,1.181434744374793,False,False
1,10,(Q2_y_Bin_1)-(z_pT_Bin_10),30929.044315191426,198.6786396408752,-0.09551619949764636,0.010574245244487537,0.02058040302978152,0.008098716882054918,28.271711908030458,18.0,1.5706506615572478,False,False
1,11,(Q2_y_Bin_1)-(z_pT_Bin_11),26405.934547230292,129.31687552951917,-0.1673526169459708,0.007766363207364194,0.017586435028575202,0.00677018323422352,43.65226055584333,21.0,2.0786790740877774,False,False
1,12,(Q2_y_Bin_1)-(z_pT_Bin_12),20405.674226611554,98.07805558376822,-0.24574517328538933,0.007024884044824958,0.04521129737243979,0.006910565914229876,50.89544561655991,21.0,2.423592648407615,False,False
1,13,(Q2_y_Bin_1)-(z_pT_Bin_13),12947.8926603375,75.48410276493996,-0.31086812665153885,0.008278152203234884,0.07483801451305534,0.008143273152980315,44.51268281604391,21.0,2.119651562668758,False,False
1,14,(Q2_y_Bin_1)-(z_pT_Bin_14),9020.20244822039,61.58728606439763,-0.5057836464915448,0.009585752184416568,0.1846120910032708,0.009246709007654785,53.88120594501672,21.0,2.5657717116674625,False,False
1,15,(Q2_y_Bin_1)-(z_pT_Bin_15),28644.22158779328,219.18907021417,-0.04052089605315182,0.01288365495587379,-0.012500032389478088,0.015720026845354906,30.2903120518655,15.0,2.019354136791033,False,False
1,16,(Q2_y_Bin_1)-(z_pT_Bin_16),28958.594615474805,205.51677233137343,-0.05402850474018369,0.01112544072966308,-0.007072921810869185,0.00412472849769497,34.71160697081211,17.0,2.041859233577183,False,False
1,17,(Q2_y_Bin_1)-(z_pT_Bin_17),29389.307621997006,124.66642212668557,-0.109092057094319,0.006497256388670186,7.787008677266078e-10,1.0064259796329058e-09,31.09891164087971,21.0,1.4809005543276053,False,False
1,18,(Q2_y_Bin_1)-(z_pT_Bin_18),23430.252042726202,97.36862362688953,-0.18279951599283137,0.00560893319849004,0.0178634486187325,0.009757929495683354,34.85531651514087,21.0,1.65977697691147,False,False
1,19,(Q2_y_Bin_1)-(z_pT_Bin_19),16794.782717363705,84.34390755880122,-0.24580471473832535,0.007175720877305808,0.038983236538237535,0.006960518204853178,31.067133076279376,21.0,1.4793872893466369,False,False
1,20,(Q2_y_Bin_1)-(z_pT_Bin_20),9339.405514774648,64.80396084187032,-0.367360327791433,0.00996097766848264,0.12242992488684931,0.009630210783444414,38.371450959985054,21.0,1.8272119504754787,False,False
1,22,(Q2_y_Bin_1)-(z_pT_Bin_22),27814.82537683057,220.86109356856468,-0.060177474036697716,0.0135050860403437,-0.012500000044479176,0.002114147175203025,28.653970689647632,17.0,1.6855276876263314,False,False
1,23,(Q2_y_Bin_1)-(z_pT_Bin_23),28561.561870546855,146.40076919967214,-0.05926072309720362,0.008059671606783086,-0.006193669533374035,0.0037343929271864825,37.48446586140619,21.0,1.7849745648288664,False,False
1,24,(Q2_y_Bin_1)-(z_pT_Bin_24),28141.290342529937,112.59431625992147,-0.13392525124830543,0.005701267776815275,-0.005225869042214181,0.0036189568958282835,35.16353328337593,21.0,1.6744539658750444,False,False
1,25,(Q2_y_Bin_1)-(z_pT_Bin_25),21363.639073887174,96.68520175121012,-0.1833060474194163,0.006455929720120088,0.01056580016568661,0.007770271298714715,22.209838174922897,21.0,1.057611341662995,False,False
1,26,(Q2_y_Bin_1)-(z_pT_Bin_26),13967.680287426332,81.3262396424243,-0.24533450415648572,0.008399597070830614,0.058719831730232985,0.00807946643821152,72.40971371298937,21.0,3.4480816053804464,False,False
1,29,(Q2_y_Bin_1)-(z_pT_Bin_29),29449.757672989817,364.6455528744427,-0.05974009527623797,0.018502028289270327,-0.02055299183677657,0.015370204558259529,28.609029017050858,17.0,1.6828840598265211,False,False
1,30,(Q2_y_Bin_1)-(z_pT_Bin_30),29498.297367461753,156.8854999430623,-0.0887780543599287,0.007901018155415718,-0.02121725963244086,0.00746529510363173,34.12103001200903,21.0,1.624810952952811,False,False
1,31,(Q2_y_Bin_1)-(z_pT_Bin_31),27734.57502578502,137.3220955770703,-0.13486062243862146,0.007055644418136331,0.010940934559481752,0.008010392598109982,38.141077844752346,21.0,1.816241802131064,False,False
1,32,(Q2_y_Bin_1)-(z_pT_Bin_32),19255.038715338513,115.61844513592405,-0.1788137165369361,0.008653380067499689,0.016111733226243173,0.011556324505655115,114.00172260595484,21.0,5.428653457426421,False,False
2,1,(Q2_y_Bin_2)-(z_pT_Bin_1),23796.05216400501,172.17190362309157,-0.11268525413378493,0.01111339760886252,0.014369738121412146,0.01074473992623773,42.33289926920052,21.0,2.0158523461524056,False,False
2,2,(Q2_y_Bin_2)-(z_pT_Bin_2),19472.597268482732,237.92603474377756,-0.16493684602638614,0.0217198627175271,0.0709668506323294,0.014628390582317637,54.563991319455084,18.0,3.031332851080838,False,False
2,3,(Q2_y_Bin_2)-(z_pT_Bin_3),20285.64691795774,235.38834250249602,-0.1715474710724479,0.020569350874139136,0.047394316645347705,0.013711953337175446,47.57899222192276,17.0,2.7987642483483977,False,False
2,4,(Q2_y_Bin_2)-(z_pT_Bin_4),16209.969013278707,186.1185430981568,-0.24015623513323034,0.020790263403485346,0.017521000741578214,0.013000374136070154,47.58430020977897,17.0,2.7990764829281747,False,False
2,5,(Q2_y_Bin_2)-(z_pT_Bin_5),17333.074239372763,155.2356509396268,-0.3062418808012031,0.016210032276270853,-0.0030066838468224676,0.0018213139158660579,86.99208469672911,18.0,4.832893594262728,False,False
2,6,(Q2_y_Bin_2)-(z_pT_Bin_6),15148.184327733323,104.60668936490583,-0.419205544538147,0.011090806411956589,0.0315428729310864,0.009724936716509027,95.79414632339528,21.0,4.561626015399775,False,False
2,7,(Q2_y_Bin_2)-(z_pT_Bin_7),26913.20909113913,164.8578622126879,-0.028212129825408532,0.008975853715894306,0.030000000223378818,0.012344699077001371,28.140879909474062,21.0,1.340041900451146,False,False
2,8,(Q2_y_Bin_2)-(z_pT_Bin_8),22054.138140750492,229.0222861441489,-0.09747722212481455,0.017313683373365273,0.015312978888849159,0.011453449603604947,31.874181060752367,17.0,1.8749518271030805,False,False
2,9,(Q2_y_Bin_2)-(z_pT_Bin_9),23153.436617725976,207.14176483977099,-0.1011954507402536,0.014886767542562192,0.02848491462577729,0.0104943411778122,53.62653985093029,17.0,3.15450234417237,False,False
2,10,(Q2_y_Bin_2)-(z_pT_Bin_10),17475.697112327598,136.8444893099404,-0.19427593859840236,0.013118390606937147,0.023422377954493014,0.016715110633564904,32.800730445715296,19.0,1.7263542339850155,False,False
